id,x1,x2,x3,y
3886,0.22,4,2,88.1
3887,0.38,5,1,81.6
3888,0.53,8,3,93.9
3889,0.78,6,3,90.4
3890,0.39,7,1,98.9
3891,0.4,5,1,99.3
3892,0.57,7,3,86.4
3893,0.83,3,4,84.5
3894,0.32,7,2,75.6
3895,0.26,4,1,88.2
3896,0.64,4,1,95.1
3897,0.67,4,3,100
3898,0.84,3,3,94.6
3899,0.38,8,4,88.3
3900,0.78,5,3,78.3
3901,0.39,6,2,86.3
3902,0.24,3,2,90.3
3903,0.59,6,3,95.4
3904,0.3,2,1,88.5
3905,0.71,4,3,85.9
3906,0.42,4,2,98.5
3907,0.41,4,4,87.5
3908,0.23,2,3,87
3909,0.38,3,3,96
3910,0.69,7,2,100
3911,0.22,6,3,79.1
3912,0.22,6,2,96.1
3913,0.44,4,4,87.7
3914,0.68,6,3,92.3
3915,0.83,2,3,100
3916,0.64,3,4,77
3917,0.3,3,3,81.7
3918,0.63,4,2,91.4
3919,0.22,5,4,81.8
3920,0.62,3,2,100
3921,0.5,6,2,94.8
3922,0.44,6,2,80.4
3923,0.86,7,2,92.9
3924,0.66,8,2,100
3925,0.47,4,1,96.8
3926,0.82,7,3,92.1
3927,0.64,3,2,87.5
3928,0.27,5,3,96.5
3929,0.64,5,3,82.3
3930,0.34,6,3,87.1
3931,0.86,2,3,86.5
3932,0.25,4,1,83.7
3933,0.6,5,3,91
3934,0.75,7,2,83.8
3935,0.74,8,1,93.4
3936,0.33,7,2,95.4
3937,0.83,6,3,90.4
3938,0.81,8,1,97.7
3939,0.67,4,2,90.2
3940,0.87,3,3,92.5
3941,0.2,7,1,87.8
3942,0.65,4,3,100
3943,0.64,6,2,94
3944,0.78,3,2,81.5
3945,0.84,6,3,100
3946,0.85,7,2,88.2
3947,0.3,7,4,87.3
3948,0.89,7,2,92.2
3949,0.35,7,1,97.8
3950,0.25,3,1,92.9
3951,0.88,4,2,100
3952,0.88,3,2,95.8
3953,0.45,7,2,89.9
3954,0.68,2,2,85.2
3955,0.88,6,3,84.1
3956,0.47,6,2,87.7
3957,0.39,8,1,100
3958,0.62,7,3,90.1
3959,0.57,3,1,90.4
3960,0.77,4,4,88.6
3961,0.22,5,1,90.8
3962,0.62,6,1,96.2
3963,0.81,3,3,97.2
3964,0.51,8,4,86.5
3965,0.53,7,2,100
3966,0.3,4,3,86.1
3967,0.5,5,2,86.5
3968,0.83,7,2,90.9
3969,0.49,8,3,95
3970,0.31,6,4,89.5
3971,0.22,6,2,93.7
3972,0.6,4,2,94.1
3973,0.69,5,3,95.3
3974,0.61,6,3,95.3
3975,0.2,7,3,85.3
3976,0.33,3,2,91.6
3977,0.31,7,3,80.6
3978,0.54,7,2,94.2
3979,0.24,4,4,88.8
3980,0.61,3,3,83
3981,0.65,6,3,97.3
3982,0.3,6,2,82.8
3983,0.53,5,3,84.4
3984,0.49,3,3,77
3985,0.45,8,4,98.3
3986,0.71,7,2,79.7
3987,0.22,7,4,88.2
3988,0.75,4,2,99.2
3989,0.76,5,3,96.8
3990,0.82,5,4,85.2
3991,0.77,7,3,82.3
3992,0.68,3,3,98.5
3993,0.75,7,1,91.7
3994,0.63,7,3,96.7
3995,0.25,8,3,95.3
3996,0.77,6,2,86.6
3997,0.54,4,2,95.5
3998,0.43,4,2,92.2
3999,0.71,7,3,100
4000,0.21,2,2,85.8
4001,0.35,7,3,77.4
4002,0.57,7,2,80.3
4003,0.4,6,2,83.9
4004,0.59,6,4,93.7
4005,0.82,3,4,89.2
4006,0.6,4,4,81.8
4007,0.43,2,4,88.7
4008,0.37,2,2,91.3
4009,0.44,6,3,97.7
4010,0.88,7,4,85.2
4011,0.54,3,2,82.4
4012,0.38,4,2,84.3
4013,0.3,4,1,96.3
4014,0.81,6,3,89
4015,0.78,5,1,86.1
4016,0.45,2,3,76.7
4017,0.5,8,3,92.4
4018,0.21,7,3,76.3
4019,0.82,6,4,89.5
4020,0.32,7,2,94.1
4021,0.43,2,3,74.5
4022,0.55,7,2,87.8
4023,0.23,6,4,80.3
4024,0.24,4,2,94.8
4025,0.36,6,4,88.2
4026,0.25,8,3,73.2
4027,0.23,7,4,72.3
4028,0.56,5,3,81.2
4029,0.58,6,3,89.2
4030,0.26,8,2,95.7
4031,0.34,3,1,96.6
4032,0.3,5,2,88.5
4033,0.24,4,1,92.3
4034,0.77,2,1,91.3
4035,0.2,3,4,83.4
4036,0.56,3,1,77.9
4037,0.47,6,2,97
4038,0.82,5,4,93.1
4039,0.57,7,2,96.7
4040,0.73,5,4,84.9
4041,0.87,4,1,86.8
4042,0.62,2,2,87.8
4043,0.7,5,2,95.8
4044,0.8,6,2,91.1
4045,0.59,5,2,94.2
4046,0.48,4,1,100
4047,0.25,4,4,77.9
4048,0.45,4,2,87.7
4049,0.35,5,2,100
4050,0.49,2,1,88.1
4051,0.87,7,2,96.5
4052,0.82,8,4,98.5
4053,0.77,4,3,97.5
4054,0.78,7,1,95.1
4055,0.82,4,3,79.6
4056,0.33,5,1,100
4057,0.3,8,1,87.7
4058,0.82,7,4,85.4
4059,0.29,4,3,91.8
4060,0.45,7,2,97.8
4061,0.31,7,2,96.8
4062,0.3,7,3,95.2
4063,0.29,6,1,96.4
4064,0.66,8,2,92.1
4065,0.38,7,2,76.6
4066,0.86,3,2,96.7
4067,0.56,7,1,97
4068,0.51,6,1,96
4069,0.49,6,3,77.4
4070,0.24,4,3,76.9
4071,0.25,7,4,86.7
4072,0.54,4,2,86.9
4073,0.32,5,3,78.8
4074,0.25,5,2,90.1
4075,0.83,3,2,96
4076,0.66,5,4,99.8
4077,0.6,2,3,84.7
4078,0.34,6,2,97.7
4079,0.2,2,4,87.7
4080,0.3,5,3,83.5
4081,0.26,6,1,91.4
4082,0.68,6,2,85.9
4083,0.87,4,3,83.4
4084,0.21,3,3,79.2
4085,0.52,3,2,84.4
4086,0.51,4,1,89.8
4087,0.56,4,2,84.3
4088,0.34,6,3,84.4
4089,0.52,5,2,95
4090,0.89,6,3,93.6
4091,0.89,5,1,94.9
4092,0.74,7,3,85.4
4093,0.65,2,2,89.2
4094,0.67,5,3,88.1
4095,0.64,4,3,92.8
4096,0.29,2,1,82.9
4097,0.71,8,4,100
4098,0.7,7,3,91.1
4099,0.6,4,2,98.3
4100,0.83,2,2,89.9
4101,0.61,5,3,84.1
4102,0.58,3,1,100
4103,0.56,2,1,84.3
4104,0.27,5,3,94.1
4105,0.25,7,4,91.1
4106,0.71,2,1,95.5
4107,0.23,6,3,76.1
4108,0.78,8,3,88.8
4109,0.51,6,2,77.1
4110,0.39,7,3,94.4
4111,0.72,5,2,88.2
4112,0.74,3,4,75.6
4113,0.68,2,1,99.3
4114,0.87,4,2,97.5
4115,0.78,3,3,82.7
4116,0.38,3,2,87.8
4117,0.27,3,3,88.3
4118,0.39,7,1,87.5
4119,0.43,3,2,97.9
4120,0.37,2,3,94.5
4121,0.31,3,2,90.5
4122,0.36,4,2,74.1
4123,0.72,7,3,92.4
4124,0.52,5,4,99.9
4125,0.8,3,1,98.4
4126,0.21,8,2,82.7
4127,0.75,3,1,95.3
4128,0.43,5,4,81.7
4129,0.81,6,2,100
4130,0.56,6,2,93.5
4131,0.45,2,2,99.9
4132,0.37,7,2,93.6
4133,0.52,2,3,86.9
4134,0.7,7,3,88
4135,0.54,4,4,90.1
4136,0.28,4,3,76.2
4137,0.55,4,2,88.5
4138,0.29,8,3,82.6
4139,0.8,7,2,92.2
4140,0.72,6,2,89
4141,0.67,7,3,93.1
4142,0.56,5,2,84.6
4143,0.74,6,3,84.6
4144,0.45,4,2,91.2
4145,0.39,8,3,82.3
4146,0.39,6,2,89.1
4147,0.39,4,3,86.5
4148,0.43,5,1,91.2
4149,0.83,7,4,84.6
4150,0.6,6,3,84.9
4151,0.76,4,2,83.6
4152,0.21,7,3,82.5
4153,0.77,5,2,88.4
4154,0.41,5,3,86.2
4155,0.87,6,2,87.8
4156,0.51,5,3,97
4157,0.26,8,1,85.5
4158,0.71,7,1,95
4159,0.24,4,1,83.8
4160,0.64,6,1,98
4161,0.7,8,4,93.4
4162,0.73,2,3,85.4
4163,0.79,3,2,92.2
4164,0.39,4,4,73.9
4165,0.32,5,2,85.9
4166,0.79,3,2,96.7
4167,0.68,7,2,96.9
4168,0.64,2,4,73.4
4169,0.89,6,4,85.1
4170,0.5,6,2,90.2
4171,0.38,4,2,93.8
4172,0.71,7,2,94.1
4173,0.52,8,4,81.1
4174,0.5,5,2,89.1
4175,0.35,5,3,74.1
4176,0.4,4,3,95.6
4177,0.4,7,2,85
4178,0.27,6,2,93.4
4179,0.31,5,3,82.8
4180,0.49,4,1,94.9
4181,0.81,7,1,86.5
4182,0.58,5,4,83.4
4183,0.37,4,3,82
4184,0.54,5,2,91.7
4185,0.6,2,3,88.6
4186,0.34,4,3,76.1
4187,0.3,6,2,87.2
4188,0.43,8,3,85.5
4189,0.37,3,2,84.3
4190,0.79,6,3,89.8
4191,0.71,3,2,85.9
4192,0.59,3,4,91.7
4193,0.45,6,3,79
4194,0.31,7,3,79.2
4195,0.34,3,3,81.1
4196,0.35,8,2,87.1
4197,0.81,5,3,94.6
4198,0.79,5,2,86.8
4199,0.41,5,3,80.7
4200,0.56,2,2,94.5
4201,0.59,4,3,93.9
4202,0.72,8,3,89.3
4203,0.77,6,3,93.8
4204,0.67,7,3,83.6
4205,0.48,5,3,73.3
4206,0.33,8,1,93.2
4207,0.33,3,2,84.7
4208,0.39,5,2,83.7
4209,0.39,8,2,86.4
4210,0.44,3,1,100
4211,0.89,3,2,99.2
4212,0.5,4,3,82
4213,0.87,6,2,90.6
4214,0.53,6,4,97.2
4215,0.55,6,4,92.5
4216,0.62,6,3,88.6
4217,0.55,6,1,87.4
4218,0.8,4,1,100
4219,0.59,2,3,98.7
4220,0.42,7,2,96.2
4221,0.88,4,4,84.1
4222,0.43,2,4,94.7
4223,0.57,7,4,88.9
4224,0.5,8,2,100
4225,0.76,3,3,85.4
4226,0.57,6,4,90.8
4227,0.6,6,4,79.6
4228,0.49,6,4,95.4
4229,0.86,3,3,89.8
4230,0.81,3,1,96
4231,0.84,6,2,100
4232,0.22,3,4,90.7
4233,0.34,8,2,84.4
4234,0.39,3,4,78.7
4235,0.27,3,2,84.3
4236,0.53,5,1,84.4
4237,0.61,7,2,93.4
4238,0.49,8,4,97.8
4239,0.59,4,2,87.7
4240,0.42,2,2,88
4241,0.76,5,4,81.2
4242,0.7,7,3,94.6
4243,0.25,4,1,95.1
4244,0.52,7,2,91.7
4245,0.74,6,3,97.2
4246,0.86,7,3,96.6
4247,0.32,4,2,76.4
4248,0.81,6,4,89.1
4249,0.41,8,2,97.1
4250,0.9,5,2,99.5
4251,0.88,6,4,100
4252,0.58,4,2,91.8
4253,0.86,7,3,100
4254,0.75,3,3,94.4
4255,0.67,7,4,93.6
4256,0.49,5,2,85.5
4257,0.67,3,3,82.3
4258,0.87,7,2,100
4259,0.87,5,2,93.9
4260,0.4,4,2,94.3
4261,0.76,7,1,97.7
4262,0.88,4,2,87.4
4263,0.71,5,3,91.7
4264,0.65,4,2,83.6
4265,0.59,7,2,100
4266,0.21,4,1,91.2
4267,0.39,3,3,83.3
4268,0.78,2,3,98.6
4269,0.65,2,3,93.3
4270,0.41,6,3,93
4271,0.47,4,1,94
4272,0.77,6,4,90.3
4273,0.87,6,3,92.4
4274,0.65,3,1,93.6
4275,0.88,6,1,100
4276,0.85,6,3,95.7
4277,0.27,5,3,87.5
4278,0.61,6,3,93.8
4279,0.32,2,4,71.2
4280,0.3,7,4,79.5
4281,0.52,6,3,76.5
4282,0.65,3,2,100
4283,0.37,5,2,87
4284,0.81,5,3,83.2
4285,0.23,4,3,78.3
4286,0.21,4,2,89.7
4287,0.25,7,4,87.5
4288,0.51,2,4,86.5
4289,0.53,3,1,91.3
4290,0.57,8,2,96.7
4291,0.74,5,3,98.6
4292,0.37,7,1,92.3
4293,0.46,7,4,96
4294,0.22,3,4,79.5
4295,0.2,4,4,71.1
4296,0.69,4,2,85.2
4297,0.77,6,2,91.7
4298,0.84,8,4,90
4299,0.47,6,2,80.5
4300,0.5,4,4,75.6
4301,0.2,6,2,94
4302,0.59,2,4,90.1
4303,0.61,7,4,90
4304,0.43,4,3,91.9
4305,0.33,7,3,82.7
4306,0.46,7,3,90.9
4307,0.34,7,2,88.9
4308,0.68,4,1,100
4309,0.37,7,4,85.2
4310,0.35,7,2,93
4311,0.79,6,3,95.1
4312,0.87,6,3,82.7
4313,0.77,6,3,88.4
4314,0.65,7,2,82.6
4315,0.3,7,3,95.9
4316,0.77,5,1,97.9
4317,0.8,5,1,85.9
4318,0.49,2,2,76.7
4319,0.77,8,2,93.1
4320,0.26,4,2,93.4
4321,0.86,8,4,86.3
4322,0.61,6,1,90.9
4323,0.62,5,1,94.5
4324,0.87,6,2,95.6
4325,0.34,5,1,88.4
4326,0.49,2,1,80.1
4327,0.5,8,3,99.1
4328,0.48,7,2,95.2
4329,0.45,4,3,78.7
4330,0.47,4,1,92
4331,0.72,5,1,83
4332,0.74,5,2,96.5
4333,0.49,6,2,80.4
4334,0.31,4,4,79.1
4335,0.89,5,1,99.2
4336,0.71,7,4,84.1
4337,0.33,7,4,90.8
4338,0.69,7,3,78.5
4339,0.54,3,2,91.6
4340,0.26,5,3,83.3
4341,0.59,5,3,90.4
4342,0.32,7,3,90
4343,0.52,7,1,85.2
4344,0.87,7,1,99.8
4345,0.83,5,3,81.3
4346,0.77,2,4,84.4
4347,0.54,7,2,82.9
4348,0.29,7,2,91.4
4349,0.61,6,1,98.4
4350,0.85,5,2,88.5
4351,0.48,6,2,100
4352,0.26,4,3,82.1
4353,0.52,5,3,96.7
4354,0.68,6,1,96.2
4355,0.29,3,3,85.3
4356,0.59,8,4,90.2
4357,0.37,5,2,89.8
4358,0.74,8,2,100
4359,0.57,5,2,81
4360,0.66,6,3,82.9
4361,0.52,8,4,93.8
4362,0.4,5,2,82.6
4363,0.88,7,1,95.4
4364,0.24,4,2,99
4365,0.5,4,4,87.9
4366,0.57,3,1,83.1
4367,0.51,6,2,93.1
4368,0.23,6,4,85.4
4369,0.67,5,4,92.2
4370,0.38,3,1,87
4371,0.64,3,2,91.8
4372,0.71,3,3,92.9
4373,0.38,4,2,92.9
4374,0.55,8,2,93.6
4375,0.45,4,4,80.8
4376,0.67,4,3,92.9
4377,0.4,7,3,93.6
4378,0.51,2,2,100
4379,0.57,5,1,87
4380,0.5,4,2,82.7
4381,0.66,7,1,100
4382,0.36,5,2,97.5
4383,0.54,6,2,85.5
4384,0.41,7,1,95.5
4385,0.46,2,2,98.1
4386,0.22,4,1,88.9
4387,0.41,2,2,78.2
4388,0.43,5,2,84.6
4389,0.49,7,4,96.5
4390,0.83,5,3,100
4391,0.27,2,1,85.3
4392,0.41,8,4,86.9
4393,0.85,4,4,85.2
4394,0.34,5,1,100
4395,0.51,7,1,86.3
4396,0.45,3,4,72
4397,0.49,7,2,86.4
4398,0.25,5,1,98.6
4399,0.29,6,4,75.8
4400,0.36,3,2,89.8
4401,0.8,8,3,94.8
4402,0.31,7,1,90.3
4403,0.23,6,2,100
4404,0.74,8,4,99.2
4405,0.39,7,2,83.7
4406,0.31,4,2,93.4
4407,0.62,6,3,90.8
4408,0.58,3,1,91.5
4409,0.62,2,3,86.9
4410,0.56,3,4,94
4411,0.87,7,1,98.1
4412,0.37,3,1,85.6
4413,0.67,5,3,100
4414,0.37,5,2,86.6
4415,0.6,2,2,100
4416,0.32,3,2,88.5
4417,0.33,4,2,92.4
4418,0.32,7,3,100
4419,0.65,7,3,85.8
4420,0.38,4,3,91
4421,0.3,2,2,73.3
4422,0.88,5,3,98.5
4423,0.6,4,2,78
4424,0.25,3,1,88.2
4425,0.23,3,3,91.7
4426,0.84,3,4,83.7
4427,0.41,2,1,85.2
4428,0.58,3,4,90.2
4429,0.72,2,3,88.1
4430,0.82,6,4,81.1
4431,0.33,3,4,78.9
4432,0.68,3,2,96.5
4433,0.77,5,4,96.1
4434,0.87,3,3,87.2
4435,0.83,3,2,78.5
4436,0.23,4,4,94.5
4437,0.84,7,2,87.6
4438,0.69,7,1,95.3
4439,0.83,5,2,91
4440,0.8,4,4,95.1
4441,0.84,5,4,96
4442,0.26,6,2,78.7
4443,0.56,5,3,95.2
4444,0.66,3,3,98.7
4445,0.63,7,2,89.2
4446,0.69,2,3,95.8
4447,0.64,5,2,99.4
4448,0.7,4,4,78
4449,0.46,5,4,76.4
4450,0.3,6,3,84.2
4451,0.77,6,4,97.4
4452,0.35,6,4,90.9
4453,0.41,6,3,99.3
4454,0.39,3,3,93.8
4455,0.55,5,1,96.5
4456,0.54,4,3,84.3
4457,0.62,4,3,97
4458,0.41,4,2,80.3
4459,0.52,6,3,88.5
4460,0.52,2,4,82.1
4461,0.28,3,3,90.4
4462,0.21,7,1,87.3
4463,0.86,5,2,100
4464,0.83,3,2,94.9
4465,0.55,5,4,88.2
4466,0.24,7,2,91.3
4467,0.78,2,4,78.9
4468,0.55,4,2,85.3
4469,0.4,5,2,100
4470,0.35,6,3,90.1
4471,0.66,6,2,84.9
4472,0.57,5,4,93
4473,0.26,7,3,88.1
4474,0.87,4,2,100
4475,0.6,7,3,83.6
4476,0.39,6,3,91.6
4477,0.81,6,3,93.7
4478,0.7,3,1,84.5
4479,0.66,3,4,100
4480,0.27,6,4,85.9
4481,0.58,5,3,87
4482,0.48,3,1,82.5
4483,0.59,3,3,90.3
4484,0.8,7,2,100
4485,0.77,7,2,89.2
4486,0.7,5,1,97.8
4487,0.28,3,3,77.9
4488,0.4,6,4,83.4
4489,0.89,4,4,91.3
4490,0.76,6,3,86.5
4491,0.29,4,2,90.7
4492,0.85,5,2,98
4493,0.83,7,2,94.4
4494,0.76,4,2,89.9
4495,0.85,7,1,91.6
4496,0.65,3,3,92.4
4497,0.41,3,3,88.1
4498,0.64,4,2,97.4
4499,0.8,5,2,86.2
4500,0.85,5,1,100
4501,0.58,8,3,92.4
4502,0.78,7,2,88.3
4503,0.52,3,4,76.7
4504,0.31,3,4,79.6
4505,0.36,7,2,95.4
4506,0.51,5,4,91.4
4507,0.62,5,2,86
4508,0.41,7,4,88
4509,0.74,7,3,97.8
4510,0.67,7,2,92.9
4511,0.81,8,2,82.1
4512,0.3,6,3,92.6
4513,0.87,6,2,96.3
4514,0.84,8,3,88.3
4515,0.84,7,4,99
4516,0.26,3,2,84.3
4517,0.44,3,4,89
4518,0.23,7,2,95.8
4519,0.73,6,3,94.3
4520,0.68,8,3,85.5
4521,0.28,3,3,92.9
4522,0.76,8,4,78.5
4523,0.51,3,2,87.3
4524,0.25,8,2,82.6
4525,0.79,6,3,95.4
4526,0.74,7,2,88.2
4527,0.35,3,3,92.5
4528,0.38,4,3,89.8
4529,0.29,7,2,94.2
4530,0.61,3,2,96.5
4531,0.84,6,3,95.2
4532,0.72,6,3,82.4
4533,0.22,6,4,77
4534,0.9,8,3,95.2
4535,0.57,4,3,83.9
4536,0.26,2,4,79.8
4537,0.73,4,3,87.3
4538,0.32,8,4,88.3
4539,0.48,8,2,86.9
4540,0.66,8,4,84.9
4541,0.22,3,3,86.4
4542,0.53,5,2,89.9
4543,0.76,5,1,91.3
4544,0.51,3,3,87
4545,0.33,5,2,85.8
4546,0.65,3,2,97.2
4547,0.45,6,3,79.4
4548,0.29,6,2,89.3
4549,0.61,2,3,81.9
4550,0.59,5,3,86.3
4551,0.73,8,2,94.6
4552,0.38,7,2,97.4
4553,0.78,2,3,95.7
4554,0.31,3,3,81.8
4555,0.67,7,1,91.1
4556,0.87,2,3,76
4557,0.44,3,1,94.3
4558,0.29,7,4,90.8
4559,0.75,3,1,92.6
4560,0.28,8,2,80.1
4561,0.69,7,1,96.2
4562,0.76,4,3,100
4563,0.57,4,4,89.2
4564,0.89,6,3,94
4565,0.62,4,3,97.4
4566,0.67,5,3,89.4
4567,0.51,5,3,89.9
4568,0.77,8,2,87.2
4569,0.62,5,4,81.6
4570,0.31,4,2,88
4571,0.47,3,2,97.4
4572,0.73,4,3,86.4
4573,0.64,8,1,100
4574,0.53,7,3,85.9
4575,0.59,8,2,92.2
4576,0.23,8,2,92.5
4577,0.8,5,3,97.6
4578,0.35,4,1,95.2
4579,0.32,6,1,100
4580,0.61,7,4,82.3
4581,0.33,8,2,80.4
4582,0.74,7,3,93.9
4583,0.64,6,2,84.9
4584,0.7,6,4,91.2
4585,0.22,6,3,73.2
4586,0.74,2,4,79.4
4587,0.68,4,4,84.2
4588,0.31,5,2,98.7
4589,0.73,7,2,100
4590,0.73,2,3,100
4591,0.41,4,2,95.6
4592,0.54,4,1,99
4593,0.37,7,4,82.5
4594,0.78,4,2,90.9
4595,0.73,3,2,98.4
4596,0.23,7,2,82.8
4597,0.7,4,1,88.1
4598,0.65,4,1,87.5
4599,0.67,3,3,100
4600,0.86,4,3,89.2
4601,0.56,2,4,74.6
4602,0.33,6,4,75.3
4603,0.48,6,2,95.4
4604,0.86,2,3,81.5
4605,0.33,3,4,76.5
4606,0.6,7,2,81.6
4607,0.76,4,4,92.3
4608,0.43,3,1,80.6
4609,0.77,6,3,100
4610,0.3,7,1,84.6
4611,0.89,3,3,85.6
4612,0.47,3,1,100
4613,0.72,2,2,88.9
4614,0.61,3,2,87.4
4615,0.39,8,3,84.2
4616,0.82,6,2,100
4617,0.34,7,3,91.1
4618,0.86,2,4,90.8
4619,0.76,4,1,86.2
4620,0.37,6,2,90.8
4621,0.38,3,3,90.1
4622,0.35,7,4,72.6
4623,0.58,2,2,86.6
4624,0.65,5,2,88.6
4625,0.68,4,1,82.4
4626,0.39,2,3,81.1
4627,0.84,7,3,99.9
4628,0.55,5,4,85.3
4629,0.56,5,3,90.1
4630,0.77,7,1,100
4631,0.31,4,2,87.9
4632,0.83,5,3,92.3
4633,0.32,5,2,90.6
4634,0.51,3,3,91.8
4635,0.26,2,2,83.9
4636,0.33,5,3,92.1
4637,0.32,2,1,75.8
4638,0.82,4,3,89.6
4639,0.6,7,3,88.4
4640,0.66,5,2,97
4641,0.23,7,4,81.3
4642,0.69,7,1,91.3
4643,0.53,7,3,88.4
4644,0.52,5,4,90.9
4645,0.84,4,3,100
4646,0.27,7,2,94.9
4647,0.83,8,3,83.8
4648,0.62,6,1,100
4649,0.32,8,2,80.8
4650,0.82,6,2,85.7
4651,0.88,8,2,98.2
4652,0.6,6,2,89.1
4653,0.63,6,2,88.2
4654,0.78,7,2,100
4655,0.88,3,2,95.4
4656,0.87,5,2,100
4657,0.8,2,3,98.4
4658,0.37,5,4,93.3
4659,0.7,3,2,100
4660,0.6,4,4,93.5
4661,0.86,6,2,100
4662,0.54,6,2,96.7
4663,0.51,3,2,86
4664,0.56,6,3,81.8
4665,0.65,2,2,100
4666,0.48,8,1,94.3
4667,0.55,5,4,92.2
4668,0.45,4,3,85.5
4669,0.28,7,3,73.9
4670,0.48,5,2,86.7
4671,0.36,5,3,98.1
4672,0.86,7,3,93.2
4673,0.69,4,3,91.7
4674,0.49,7,2,83.1
4675,0.67,3,2,88.8
4676,0.39,5,1,83
4677,0.38,4,3,93.5
4678,0.81,6,3,87.4
4679,0.42,4,4,90.2
4680,0.23,4,3,86.3
4681,0.46,7,3,90.1
4682,0.38,4,3,92.5
4683,0.34,5,3,83.9
4684,0.6,5,3,81.8
4685,0.4,5,1,89.7
4686,0.37,5,3,79.6
4687,0.4,4,3,84.8
4688,0.89,7,3,91.8
4689,0.88,4,3,91.9
4690,0.27,2,3,80.8
4691,0.51,4,4,78.2
4692,0.77,7,3,92.7
4693,0.49,7,3,90.2
4694,0.47,6,4,95.1
4695,0.85,3,2,82.6
4696,0.31,4,4,76.2
4697,0.61,4,2,83.9
4698,0.53,5,4,87.4
4699,0.45,4,1,81.5
4700,0.87,6,3,92.1
4701,0.78,6,1,100
4702,0.42,4,2,88.8
4703,0.39,6,1,92.5
4704,0.37,7,4,78.5
4705,0.64,7,1,98.7
4706,0.6,7,3,85.4
4707,0.28,5,1,84.8
4708,0.77,8,3,100
4709,0.63,4,2,86.9
4710,0.26,4,2,85.2
4711,0.65,3,3,92.1
4712,0.2,4,2,85.4
4713,0.75,5,4,87.9
4714,0.2,7,3,93.8
4715,0.75,5,2,88.5
4716,0.41,6,3,78.5
4717,0.86,3,2,96.7
4718,0.46,6,4,89
4719,0.72,4,4,94.7
4720,0.47,5,2,89.3
4721,0.84,4,1,100
4722,0.44,6,1,93.1
4723,0.64,8,2,96.4
4724,0.87,5,2,100
4725,0.63,6,3,88.1
4726,0.84,2,1,87.7
4727,0.81,7,3,79.6
4728,0.41,7,4,82.2
4729,0.32,8,4,87.6
4730,0.42,5,3,89.2
4731,0.39,3,3,96.3
4732,0.33,4,1,78.6
4733,0.3,4,2,93.2
4734,0.26,3,4,74.6
4735,0.32,8,3,95.2
4736,0.81,8,1,100
4737,0.33,7,4,79.6
4738,0.38,3,2,77.3
4739,0.41,4,2,100
4740,0.79,8,4,95.3
4741,0.75,3,2,94.7
4742,0.23,5,4,87.6
4743,0.79,7,3,100
4744,0.71,6,2,100
4745,0.81,4,1,97.3
4746,0.66,7,1,90.8
4747,0.35,7,2,90.6
4748,0.37,2,1,92.9
4749,0.67,4,3,91.6
4750,0.69,5,2,83.6
4751,0.54,7,2,90.9
4752,0.68,2,3,80.4
4753,0.86,4,2,87.5
4754,0.46,3,2,78.7
4755,0.22,7,1,86
4756,0.65,2,3,82.7
4757,0.38,3,4,81.2
4758,0.88,4,2,86.2
4759,0.68,2,2,100
4760,0.64,3,3,84.5
4761,0.87,4,1,93.8
4762,0.75,4,4,86.2
4763,0.56,6,4,85
4764,0.39,7,1,90.4
4765,0.83,4,4,91.7
4766,0.59,4,2,100
4767,0.76,6,3,98.3
4768,0.85,3,4,88.3
4769,0.67,3,3,91.7
4770,0.4,8,4,93.5
4771,0.45,5,2,93.8
4772,0.52,3,2,93
4773,0.26,3,3,91.2
4774,0.65,7,3,93.1
4775,0.54,3,2,96.9
4776,0.42,6,2,96.5
4777,0.53,7,4,96.1
4778,0.27,5,4,70.5
4779,0.76,6,3,100
4780,0.66,8,2,89
4781,0.55,4,2,91.3
4782,0.7,6,1,100
4783,0.88,8,4,92
4784,0.38,8,4,82.3
4785,0.6,6,2,95.4
4786,0.58,6,4,86
4787,0.6,6,3,99.2
4788,0.31,4,2,99.5
4789,0.75,7,3,95
4790,0.4,6,2,84.1
4791,0.27,4,1,80.8
4792,0.85,2,2,86.5
4793,0.65,3,1,90.3
4794,0.29,7,2,100
4795,0.4,8,4,82.3
4796,0.42,5,2,88.2
4797,0.21,5,2,76.5
4798,0.77,5,3,90.9
4799,0.61,4,1,100
4800,0.57,6,1,88.8
4801,0.3,2,1,96.1
4802,0.56,4,3,74.5
4803,0.66,5,2,89
4804,0.57,7,2,99.9
4805,0.37,3,4,71
4806,0.5,4,4,74.8
4807,0.78,4,4,86.7
4808,0.69,4,1,100
4809,0.89,7,2,81.2
4810,0.23,5,2,91.9
4811,0.42,7,1,94.5
4812,0.62,6,2,88.4
4813,0.27,5,2,79.4
4814,0.39,8,3,92.7
4815,0.88,7,4,83
4816,0.6,5,2,90.2
4817,0.36,3,3,87.5
4818,0.77,3,2,84.5
4819,0.6,5,2,96.4
4820,0.25,8,1,93.3
4821,0.35,6,3,98.4
4822,0.26,7,3,88.9
4823,0.58,7,4,85.4
4824,0.39,8,2,100
4825,0.89,4,3,100
4826,0.89,5,3,96.3
4827,0.63,2,4,87.7
4828,0.7,3,2,90.4
4829,0.87,7,3,100
4830,0.87,6,2,100
4831,0.29,5,3,88.7
4832,0.3,6,2,76.8
4833,0.27,2,3,87.5
4834,0.4,5,3,79.4
4835,0.66,5,1,88.1
4836,0.73,4,2,78.6
4837,0.29,6,3,84.3
4838,0.25,4,3,84.8
